LINE_UNIQUE_ID,population,family_baseline_mate_selection,modelA_individual_prediction,within_family_deviation,final_predicted_yield_advantage,predicted_lower_68pct,predicted_upper_68pct,predicted_lower_95pct,predicted_upper_95pct,confidence_tier,rank,percentile
C2.424.142,C2.424,7.260382175445557,14.234712,8.850613,16.110994,5.0919943,27.129993,-5.486246,37.708237,High,1,100.0
C2.375.142,C2.375,8.94507884979248,14.72361,6.700409,15.645488,4.6264877,26.664488,-5.9517527,37.24273,Medium,2,99.98828491096532
C2.375.120,C2.375,8.94507884979248,14.659685,6.636484,15.581563,4.562563,26.600563,-6.0156775,37.178802,Medium,3,99.97656982193065
C2.406.32,C2.406,7.689812660217285,11.33914,7.0316873,14.7215,3.7025003,25.740501,-6.87574,36.31874,High,4,99.96485473289597
C2.442.46,C2.442,3.5493998527526855,12.924332,10.681208,14.230608,3.211608,25.249607,-7.3666325,35.82785,Low,5,99.95313964386129
C2.381.25,C2.381,7.441067218780518,13.319871,6.7638273,14.204895,3.185895,25.223896,-7.3923454,35.802135,Medium,6,99.94142455482663
C2.435.153,C2.435,6.661384105682373,12.914805,7.5212517,14.182636,3.1636362,25.201637,-7.414604,35.779877,Medium,7,99.92970946579194
C2.375.87,C2.375,8.94507884979248,13.043525,5.0203238,13.965403,2.9464025,24.984402,-7.631838,35.562645,Medium,8,99.91799437675726
C2.381.49,C2.381,7.441067218780518,12.952422,6.3963785,13.837446,2.8184462,24.856445,-7.759794,35.434685,Medium,9,99.90627928772258
C2.381.6,C2.381,7.441067218780518,12.917997,6.3619537,13.8030205,2.7840204,24.822021,-7.79422,35.40026,Medium,10,99.8945641986879
C2.375.187,C2.375,8.94507884979248,12.821499,4.798298,13.743377,2.7243767,24.762377,-7.8538637,35.34062,Medium,11,99.88284910965324
C2.383.69,C2.383,9.405281066894531,11.566542,4.3275056,13.732786,2.7137861,24.751785,-7.8644543,35.330025,Medium,12,99.87113402061856
C2.381.15,C2.381,7.441067218780518,12.765531,6.209487,13.650555,2.6315546,24.669556,-7.946686,35.247795,Medium,13,99.85941893158387
C2.388.65,C2.388,5.4138007164001465,13.447658,8.091898,13.505699,2.486699,24.5247,-8.091541,35.10294,Medium,14,99.84770384254921
C2.406.79,C2.406,7.689812660217285,10.088253,5.7808003,13.4706135,2.4516134,24.489613,-8.126627,35.067856,High,15,99.83598875351453
C2.375.106,C2.375,8.94507884979248,12.526332,4.503131,13.44821,2.4292097,24.467209,-8.149031,35.04545,Medium,16,99.82427366447985
C2.381.19,C2.381,7.441067218780518,12.559751,6.003707,13.444775,2.4257746,24.463776,-8.152466,35.042015,Medium,17,99.81255857544518
C2.388.67,C2.388,5.4138007164001465,13.173277,7.8175173,13.2313175,2.2123175,24.250317,-8.365923,34.82856,Medium,18,99.8008434864105
C2.411.83,C2.411,7.27031946182251,13.018038,5.9583473,13.228666,2.2096663,24.247665,-8.368574,34.825905,Medium,19,99.78912839737582
C2.383.44,C2.383,9.405281066894531,10.77905,3.5400138,12.945295,1.9262953,23.964294,-8.651945,34.542534,Medium,20,99.77741330834114
C2.414.7,C2.414,7.5399041175842285,11.498455,5.3907166,12.93062,1.9116201,23.94962,-8.66662,34.527863,Medium,21,99.76569821930646
C2.381.61,C2.381,7.441067218780518,12.034434,5.4783907,12.919458,1.9004583,23.938457,-8.677782,34.5167,Medium,22,99.75398313027179
C2.435.104,C2.435,6.661384105682373,11.586852,6.1932983,12.854683,1.8356829,23.873684,-8.742558,34.451923,Medium,23,99.74226804123711
C2.400.74,C2.400,5.377401351928711,14.581247,7.271179,12.648581,1.6295805,23.66758,-8.94866,34.24582,Medium,24,99.73055295220243
C2.388.61,C2.388,5.4138007164001465,12.575642,7.219882,12.633682,1.6146822,23.652683,-8.963558,34.230923,Medium,25,99.71883786316776
