LINE_UNIQUE_ID,population,family_baseline_mate_selection,modelA_individual_prediction,within_family_deviation,final_predicted_yield_advantage,predicted_lower_68pct,predicted_upper_68pct,predicted_lower_95pct,predicted_upper_95pct,confidence_tier,rank,percentile
C1.398.15,C1.398,15.834299087524414,19.217641830444336,6.127640724182129,21.96194076538086,11.041940689086914,32.88194274902344,0.5587406158447266,43.365142822265625,Medium,1,100.0
C1.398.110,C1.398,15.834299087524414,18.84792137145996,5.757920265197754,21.592220306396484,10.672220230102539,32.51222229003906,0.18902015686035156,42.99542236328125,Medium,2,99.98654467169
C1.398.121,C1.398,15.834299087524414,18.83219337463379,5.742192268371582,21.576492309570312,10.656492233276367,32.496490478515625,0.1732921600341797,42.97969055175781,Medium,3,99.97308934337998
C1.398.44,C1.398,15.834299087524414,18.560792922973633,5.470791816711426,21.305091857910156,10.385091781616211,32.22509002685547,-0.09810829162597656,42.708290100097656,Medium,4,99.95963401506997
C1.398.103,C1.398,15.834299087524414,18.084251403808594,4.994250297546387,20.828548431396484,9.908548355102539,31.74854850769043,-0.5746517181396484,42.23175048828125,Medium,5,99.94617868675995
C1.427.28,C1.427,10.356902122497559,15.325948715209961,8.848998069763184,19.205900192260742,8.285900115966797,30.125900268554688,-2.1972999572753906,40.609100341796875,Medium,8,99.90581270182992
C1.427.36,C1.427,10.356902122497559,13.864749908447266,7.387799263000488,17.744701385498047,6.824701309204102,28.664701461791992,-3.658498764038086,39.14790344238281,Medium,28,99.63670613562971
C1.380.82,C1.380,8.920377731323242,16.456146240234375,8.080055236816406,17.00043296813965,6.080432891845703,27.920433044433594,-4.402767181396484,38.40363311767578,Medium,43,99.43487621097955
C1.382.76,C1.382,3.392176628112793,13.26845932006836,13.435392379760742,16.82756805419922,5.907567977905273,27.747568130493164,-4.575632095336914,38.23076629638672,Medium,48,99.3675995694295
C1.384.147,C1.384,8.716567993164062,16.917320251464844,7.677807807922363,16.39437484741211,5.474374771118164,27.314374923706055,-5.008825302124023,37.797576904296875,Medium,58,99.23304628632938
C1.442.13,C1.442,9.036252975463867,13.795064926147461,7.2090864181518555,16.245338439941406,5.325338363647461,27.16533851623535,-5.157861709594727,37.648536682128906,Medium,62,99.17922497308935
C1.427.27,C1.427,10.356902122497559,12.32735824584961,5.850407600402832,16.20730972290039,5.287309646606445,27.127309799194336,-5.195890426635742,37.610511779785156,Medium,63,99.16576964477933
C1.427.11,C1.427,10.356902122497559,12.275957107543945,5.799006462097168,16.155908584594727,5.235908508300781,27.075908660888672,-5.247291564941406,37.55910873413086,Medium,65,99.13885898815931
C1.442.46,C1.442,9.036252975463867,13.653738021850586,7.0677595138549805,16.10401153564453,5.184011459350586,27.024011611938477,-5.299188613891602,37.50720977783203,Medium,70,99.07158234660926
C1.427.19,C1.427,10.356902122497559,11.507909774780273,5.030959129333496,15.387861251831055,4.467861175537109,26.307861328125,-6.015338897705078,36.79106140136719,Medium,90,98.80247578040904
C1.442.76,C1.442,9.036252975463867,12.723325729370117,6.137347221374512,15.173600196838379,4.253600120544434,26.09360122680664,-6.229599952697754,36.57680130004883,Medium,100,98.66792249730894
C1.384.19,C1.384,8.716567993164062,15.600807189941406,6.361294746398926,15.077862739562988,4.157862663269043,25.99786376953125,-6.3253374099731445,36.48106384277344,Medium,105,98.60064585575888
C1.396.100,C1.396,7.749590873718262,14.360971450805664,7.145077228546143,14.894668579101562,3.974668502807617,25.814668655395508,-6.50853157043457,36.29786682128906,Medium,112,98.5064585575888
C1.380.160,C1.380,8.920377731323242,14.303987503051758,5.927896499633789,14.848274230957031,3.928274154663086,25.768274307250977,-6.554925918579102,36.25147247314453,Medium,115,98.46609257265877
C1.384.23,C1.384,8.716567993164062,15.358020782470703,6.118508338928223,14.835076332092285,3.91507625579834,25.755077362060547,-6.568123817443848,36.238277435302734,Medium,116,98.45263724434876
C1.442.86,C1.442,9.036252975463867,12.35263442993164,5.766655921936035,14.802908897399902,3.882908821105957,25.72290802001953,-6.6002912521362305,36.20610809326172,Medium,117,98.43918191603875
C1.380.154,C1.380,8.920377731323242,14.050346374511719,5.67425537109375,14.594633102416992,3.674633026123047,25.514633178710938,-6.808567047119141,35.997833251953125,Medium,121,98.38536060279871
C1.380.137,C1.380,8.920377731323242,14.009559631347656,5.6334686279296875,14.55384635925293,3.6338462829589844,25.473846435546875,-6.849353790283203,35.95704650878906,Medium,124,98.34499461786868
C1.380.36,C1.380,8.920377731323242,13.932523727416992,5.556432723999023,14.476810455322266,3.5568103790283203,25.39681053161621,-6.926389694213867,35.88001251220703,Medium,126,98.31808396124866
C1.439.5,C1.439,4.067549228668213,15.550413131713867,10.211858749389648,14.279407501220703,3.359407424926758,25.19940757751465,-7.12379264831543,35.68260955810547,Medium,132,98.23735199138859
C1.437.43,C1.437,5.480865955352783,12.345640182495117,8.676586151123047,14.157451629638672,3.2374515533447266,25.077451705932617,-7.245748519897461,35.56065368652344,Low,135,98.19698600645856
C1.396.135,C1.396,7.749590873718262,13.604043960571289,6.388149738311768,14.137741088867188,3.217741012573242,25.057741165161133,-7.265459060668945,35.54093933105469,Medium,136,98.18353067814854
C1.442.11,C1.442,9.036252975463867,11.593782424926758,5.007803916931152,14.04405689239502,3.124056816101074,24.96405792236328,-7.359143257141113,35.44725799560547,Medium,139,98.14316469321851
C1.384.146,C1.384,8.716567993164062,14.493768692016602,5.254256248474121,13.970824241638184,3.0508241653442383,24.890823364257812,-7.432375907897949,35.3740234375,Medium,141,98.11625403659849
C1.424.44,C1.424,2.985138416290283,14.186195373535156,10.979310989379883,13.964448928833008,3.0444488525390625,24.884449005126953,-7.438751220703125,35.36764907836914,Medium,142,98.10279870828849
C1.401.42,C1.401,6.679627418518066,15.349555969238281,7.106241226196289,13.785868644714355,2.86586856842041,24.705867767333984,-7.617331504821777,35.18906784057617,High,149,98.0086114101184
C1.414.9,C1.414,7.2772603034973145,11.153533935546875,6.4139180183410645,13.691178321838379,2.7711782455444336,24.61117935180664,-7.712021827697754,35.09437942504883,High,151,97.98170075349839
C1.401.94,C1.401,6.679627418518066,15.096942901611328,6.853628158569336,13.533255577087402,2.613255500793457,24.45325469970703,-7.8699445724487305,34.93645477294922,High,155,97.92787944025835
C1.396.64,C1.396,7.749590873718262,12.974420547485352,5.75852632522583,13.50811767578125,2.5881175994873047,24.428117752075195,-7.895082473754883,34.91131591796875,Medium,156,97.91442411194834
C1.437.107,C1.437,5.480865955352783,11.682064056396484,8.013010025024414,13.493875503540039,2.5738754272460938,24.413875579833984,-7.909324645996094,34.89707565307617,Low,159,97.8740581270183
C1.389.185,C1.389,1.9441871643066406,17.228302001953125,11.219179153442383,13.163366317749023,2.243366241455078,24.08336639404297,-8.23983383178711,34.566566467285156,High,170,97.72604951560818
C1.382.107,C1.382,3.392176628112793,9.591524124145508,9.75845718383789,13.150633811950684,2.2306337356567383,24.070632934570312,-8.25256633758545,34.5538330078125,Medium,171,97.71259418729818
C1.382.124,C1.382,3.392176628112793,9.513530731201172,9.680463790893555,13.072640419006348,2.1526403427124023,23.99264144897461,-8.330559730529785,34.4758415222168,Medium,175,97.65877287405813
C1.396.80,C1.396,7.749590873718262,12.37100601196289,5.155111789703369,12.904703140258789,1.9847030639648438,23.824703216552734,-8.498497009277344,34.30790328979492,Medium,183,97.55113024757804
C1.412.78,C1.412,4.448276519775391,10.425361633300781,8.419182777404785,12.867459297180176,1.9474592208862305,23.787460327148438,-8.535740852355957,34.270660400390625,Low,184,97.53767491926803
C1.396.117,C1.396,7.749590873718262,12.297691345214844,5.081797122955322,12.831388473510742,1.9113883972167969,23.751388549804688,-8.57181167602539,34.234588623046875,Medium,188,97.48385360602798
C1.401.18,C1.401,6.679627418518066,14.343151092529297,6.099836349487305,12.779463768005371,1.8594636917114258,23.699462890625,-8.623736381530762,34.18266296386719,High,189,97.47039827771798
C1.412.25,C1.412,4.448276519775391,10.279285430908203,8.273106575012207,12.721383094787598,1.8013830184936523,23.64138412475586,-8.681817054748535,34.12458419799805,Low,191,97.44348762109796
C1.424.61,C1.424,2.985138416290283,12.744199752807617,9.537315368652344,12.522453308105469,1.6024532318115234,23.442453384399414,-8.880746841430664,33.92565155029297,Medium,198,97.34930032292787
C1.414.7,C1.414,7.2772603034973145,9.927389144897461,5.18777322769165,12.465033531188965,1.5450334548950195,23.385032653808594,-8.938166618347168,33.86823272705078,High,202,97.29547900968784
C1.384.143,C1.384,8.716567993164062,12.973297119140625,3.7337846755981445,12.450352668762207,1.5303525924682617,23.37035369873047,-8.952847480773926,33.853553771972656,Medium,203,97.28202368137782
C1.445.166,C1.445,3.813777446746826,11.305765151977539,8.460122108459473,12.27389907836914,1.3538990020751953,23.193899154663086,-9.129301071166992,33.677101135253906,Medium,207,97.22820236813779
C1.412.93,C1.412,4.448276519775391,9.656778335571289,7.650599479675293,12.098875999450684,1.1788759231567383,23.018875122070312,-9.30432415008545,33.5020751953125,Low,213,97.14747039827772
C1.414.6,C1.414,7.2772603034973145,9.536542892456055,4.796926975250244,12.074187278747559,1.1541872024536133,22.994186401367188,-9.329012870788574,33.477386474609375,High,215,97.1205597416577
C1.401.76,C1.401,6.679627418518066,13.634357452392578,5.391042709350586,12.070670127868652,1.150670051574707,22.99066925048828,-9.33253002166748,33.47386932373047,High,216,97.10710441334768
C1.414.14,C1.414,7.2772603034973145,9.404327392578125,4.6647114753723145,11.941971778869629,1.0219717025756836,22.86197280883789,-9.461228370666504,33.34517288208008,High,220,97.05328310010765
C1.381.178,C1.381,6.51459264755249,11.80487060546875,5.310129165649414,11.824722290039062,0.9047222137451172,22.744722366333008,-9.57847785949707,33.22792053222656,Medium,224,96.9994617868676
C1.381.16,C1.381,6.51459264755249,11.800128936767578,5.305387496948242,11.81998062133789,0.8999805450439453,22.739980697631836,-9.583219528198242,33.223182678222656,Medium,225,96.9860064585576
C1.424.112,C1.424,2.985138416290283,12.007293701171875,8.800409317016602,11.785547256469727,0.8655471801757812,22.705547332763672,-9.617652893066406,33.18874740600586,Medium,228,96.94564047362756
C1.414.23,C1.414,7.2772603034973145,9.23421859741211,4.494602680206299,11.771862983703613,0.851862907409668,22.691864013671875,-9.63133716583252,33.17506408691406,High,229,96.93218514531755
C1.437.51,C1.437,5.480865955352783,9.923866271972656,6.254812240600586,11.735677719116211,0.8156776428222656,22.655677795410156,-9.667522430419922,33.138877868652344,Low,231,96.90527448869753
C1.381.6,C1.381,6.51459264755249,11.653312683105469,5.158571243286133,11.673164367675781,0.7531642913818359,22.593164443969727,-9.730035781860352,33.07636260986328,Medium,234,96.8649085037675
C1.379.88,C1.379,3.3798511028289795,11.545553207397461,8.262797355651855,11.642648696899414,0.7226486206054688,22.56264877319336,-9.760551452636719,33.04584884643555,Medium,237,96.82454251883746
C1.424.36,C1.424,2.985138416290283,11.810800552368164,8.60391616821289,11.589054107666016,0.6690540313720703,22.50905418395996,-9.814146041870117,32.99225616455078,Medium,243,96.7438105489774
C1.401.36,C1.401,6.679627418518066,12.959190368652344,4.715875625610352,11.395503044128418,0.47550296783447266,22.315502166748047,-10.007697105407715,32.798702239990234,High,253,96.60925726587729
C1.444.117,C1.444,4.649857521057129,8.630799293518066,6.5498552322387695,11.199712753295898,0.2797126770019531,22.119712829589844,-10.203487396240234,32.60291290283203,Medium,264,96.46124865446717
C1.412.22,C1.412,4.448276519775391,8.74468994140625,6.738511085510254,11.186787605285645,0.2667875289916992,22.106788635253906,-10.216412544250488,32.589988708496094,Low,266,96.43433799784715
C1.379.42,C1.379,3.3798511028289795,11.059867858886719,7.777112007141113,11.156963348388672,0.23696327209472656,22.076963424682617,-10.246236801147461,32.56016540527344,Medium,268,96.40742734122712
C1.424.93,C1.424,2.985138416290283,11.22294807434082,8.016063690185547,11.001201629638672,0.08120155334472656,21.921201705932617,-10.401998519897461,32.40440368652344,Medium,282,96.21905274488698
C1.389.112,C1.389,1.9441871643066406,15.027069091796875,9.017946243286133,10.962133407592773,0.042133331298828125,21.88213348388672,-10.44106674194336,32.365333557128906,High,283,96.20559741657696
C1.383.17,C1.383,7.449710369110107,7.557239532470703,3.4968438148498535,10.946554183959961,0.026554107666015625,21.866554260253906,-10.456645965576172,32.349754333496094,Medium,286,96.16523143164693
C1.383.178,C1.383,7.449710369110107,7.4889936447143555,3.428597927093506,10.878308296203613,-0.04169178009033203,21.798309326171875,-10.52489185333252,32.28150939941406,Medium,290,96.1114101184069
